0.004357,0.002820
0.005368,0.002828
0.006223,0.002836
0.007083,0.002836
0.007941,0.002836
0.019023,0.002828
0.020030,0.002805
0.020933,0.002805
0.021843,0.002813
0.022763,0.002852
0.023570,0.002828
0.024429,0.002828
0.025314,0.002852
0.026210,0.002852
0.027105,0.002852
0.028002,0.002844
0.039055,0.002844
0.040000,0.002813
0.040810,0.002844
0.041650,0.002844
0.042554,0.002859
0.043459,0.002820
0.044360,0.002844
0.045263,0.002844
0.046239,0.002813
0.047235,0.002789
0.048228,0.002789
0.059252,0.002766
0.060209,0.002844
0.061117,0.002844
0.062097,0.002836
0.063101,0.002789
0.064091,0.002813
0.065004,0.002781
0.065893,0.002781
0.066790,0.002789
0.067685,0.002789
0.068576,0.002797
0.079798,0.002797
0.080737,0.002797
0.081644,0.002805
0.082551,0.002789
0.083446,0.002781
0.084349,0.002781
0.085252,0.002742
0.086157,0.002789
0.087132,0.002828
0.088110,0.002820
0.099253,0.002820
0.100239,0.002789
0.101144,0.002797
0.102050,0.002805
0.103017,0.002805
0.103991,0.002805
0.104902,0.002813
0.105801,0.002836
0.106591,0.002844
0.107377,0.002844
0.108191,0.002867
0.114676,0.002852
0.115665,0.002813
0.116570,0.002797
0.117471,0.002781
0.118381,0.002805
0.151406,0.002789
0.152433,0.002805
0.153339,0.002813
0.154236,0.002836
0.155129,0.002836
0.156009,0.002836
0.156796,0.002828
0.157627,0.002844
0.158499,0.002836
0.179787,0.002813
0.180718,0.002813
0.181624,0.002797
0.182523,0.002797
0.183510,0.002797
0.184497,0.002774
0.185399,0.002781
0.186305,0.002797
0.187210,0.002797
0.188107,0.002820
0.229204,0.002813
0.230196,0.002820
0.249769,0.002774
0.250704,0.002789
0.251609,0.002797
0.252509,0.002797
0.253408,0.002805
0.254393,0.002813
0.255398,0.002813
0.256321,0.002836
0.257120,0.002820
0.257907,0.002844
0.258798,0.002844
0.320309,0.002797
0.321285,0.002820
0.322211,0.002797
0.323038,0.002844
0.323834,0.002852
0.324636,0.002852
0.325526,0.002852
0.326420,0.002859
0.327409,0.002813
0.328392,0.002805
0.344476,0.002828
0.345441,0.002852
0.346342,0.002820
0.347332,0.002789
0.348239,0.002789
0.370077,0.002805
0.372261,0.002820
0.374193,0.002813
0.376444,0.002828
0.378613,0.002813
0.380920,0.002813
0.389534,0.002820
0.399454,0.002813
0.401735,0.002813
0.403896,0.002820
0.406021,0.002859
0.408045,0.002852
0.411963,0.002844
0.415312,0.002789
0.439429,0.002828
0.441460,0.002820
0.443642,0.002820
0.445865,0.002828
0.448197,0.002813
0.450498,0.002774
0.452669,0.002813
0.454884,0.002813
0.457049,0.002828
0.469443,0.002797
0.474980,0.002852
0.477215,0.002852
0.479719,0.002766
0.481909,0.002797
0.484072,0.002781
0.486220,0.002813
0.488520,0.002813
0.490622,0.002859
0.492697,0.002875
0.500582,0.002781
0.502815,0.002781
0.505056,0.002836
0.507036,0.002820
0.509171,0.002852
0.519458,0.002813
0.521737,0.002820
0.523725,0.002828
0.525811,0.002828
0.528139,0.002828
0.530433,0.002805
0.532612,0.002805
0.539414,0.002836
0.541360,0.002852
0.543777,0.002813
0.545959,0.002828
0.559460,0.002852
0.561749,0.002813
0.563917,0.002805
0.566072,0.002766
0.568377,0.002797
0.570689,0.002805
0.572815,0.002828
0.574874,0.002867
0.577112,0.002836
0.579395,0.002813
0.589414,0.002844
0.599881,0.002797
0.600818,0.002797
0.601716,0.002797
0.602621,0.002797
0.603513,0.002805
0.604417,0.002789
0.605312,0.002789
0.606240,0.002828
0.607115,0.002844
0.607979,0.002836
0.629404,0.002836
0.630423,0.002805
0.631411,0.002813
0.632412,0.002797
0.633320,0.002758
0.634223,0.002758
0.635118,0.002789
0.636014,0.002805
0.636916,0.002813
0.637877,0.002813
0.638998,0.002828
0.639912,0.002836
0.640722,0.002820
0.641529,0.002859
0.642429,0.002859
0.643331,0.002859
0.644234,0.002820
0.645129,0.002813
0.646030,0.002789
0.646994,0.002789
0.647967,0.002789
0.659056,0.002766
0.660055,0.002852
0.660965,0.002852
0.661871,0.002836
0.662842,0.002820
0.663821,0.002797
0.664738,0.002797
0.665634,0.002789
0.666530,0.002789
0.667437,0.002789
0.668341,0.002774
0.689404,0.002820
0.690241,0.002797
0.691032,0.002844
0.691903,0.002844
0.692815,0.002813
0.693731,0.002852
0.694694,0.002820
0.695676,0.002820
0.696599,0.002820
0.697501,0.002805
0.698403,0.002789
0.709526,0.002875
0.710467,0.002852
0.711470,0.002836
0.712467,0.002836
0.713385,0.002805
