Time(s), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V), Volt(V)
10.815961,594.593750,-9.937500,-251.375000,462.812500,-225.750000,-404.187500,-9.546875,-1252.125000,0.000000,-0.070312,-44.382812,0.156250,0.242188
10.878842,593.500000,-9.281250,-263.187500,458.312500,-219.093750,-412.125000,-9.429688,-1367.062500,-0.187500,0.148438,-19.710938,0.031250,0.398438
10.942223,587.718750,-17.812500,-259.875000,461.000000,-230.750000,-440.187500,-7.406250,-1379.062500,-0.375000,-0.226562,63.726562,1.117188,0.968750
11.006634,591.031250,-24.062500,-257.937500,450.937500,-223.562500,-408.375000,-5.773438,-1281.937500,1.500000,-0.070312,-34.398438,-1.437500,-0.421875
11.069926,552.875000,-16.687500,-256.843750,429.843750,-259.218750,-425.062500,-5.031250,-1372.687500,-0.937500,0.062500,55.843750,0.718750,-1.242188
11.133185,600.500000,-22.875000,-286.625000,445.250000,-232.250000,-440.968750,-4.250000,-1365.000000,-1.687500,0.304688,-10.734375,0.531250,0.429688
11.197599,576.875000,-12.187500,-228.000000,441.187500,-258.968750,-443.781250,-5.046875,-1224.375000,0.000000,-0.062500,-72.750000,0.101562,0.929688
11.261197,555.687500,-8.562500,-241.375000,440.187500,-285.250000,-424.156250,-5.234375,-1384.125000,-1.500000,0.250000,85.765625,0.273438,0.500000
11.324107,564.343750,-13.843750,-254.531250,432.125000,-263.062500,-432.562500,-4.640625,-1275.937500,-0.375000,0.484375,-22.734375,0.023438,0.000000
11.386993,561.437500,-12.718750,-244.406250,435.000000,-267.625000,-442.843750,-4.945312,-1359.187500,-0.562500,0.484375,67.531250,0.304688,-0.578125
11.449900,558.562500,-10.625000,-247.562500,427.593750,-264.375000,-444.937500,-4.835938,-1308.000000,-0.937500,-0.171875,-10.609375,-0.312500,0.585938
11.512828,564.312500,-17.375000,-253.406250,417.250000,-262.062500,-455.125000,-4.687500,-1178.250000,-0.937500,0.140625,1.187500,0.539062,0.007812
11.575727,572.312500,-22.968750,-277.125000,429.906250,-250.625000,-439.875000,-3.789062,-1299.562500,0.000000,0.546875,-63.289062,0.148438,-0.148438
11.638974,567.437500,-37.750000,-246.093750,428.062500,-272.250000,-419.500000,-4.062500,-1272.937500,-0.375000,0.070312,0.625000,0.070312,-0.007812
11.703434,557.406250,-23.781250,-258.000000,435.343750,-254.937500,-428.093750,-1.265625,-1322.437500,0.187500,0.289062,-14.953125,0.000000,-0.242188
11.766999,566.031250,-24.343750,-252.718750,439.593750,-248.312500,-453.812500,-2.898438,-1393.312500,-1.687500,0.523438,-54.039062,-0.687500,0.320312
11.829907,581.968750,-28.718750,-283.687500,412.343750,-283.812500,-468.062500,-3.406250,-1165.500000,-0.562500,0.343750,-65.812500,0.390625,0.382812
11.892833,539.812500,-21.968750,-275.968750,435.343750,-261.937500,-445.656250,-2.703125,-1330.500000,-0.562500,0.320312,-10.773438,0.648438,-0.351562
11.955735,552.375000,-28.562500,-255.093750,425.781250,-239.937500,-438.656250,-2.554688,-1268.062500,-2.062500,0.070312,-59.171875,0.328125,0.703125
12.018648,550.343750,-25.093750,-279.187500,418.343750,-254.656250,-458.812500,-1.742188,-1312.312500,0.750000,0.187500,-15.132812,0.140625,-0.171875
12.081555,535.906250,-35.156250,-254.468750,419.812500,-251.125000,-447.968750,-2.476562,-1300.500000,-3.187500,0.250000,-80.375000,-0.117188,-0.242188
12.144796,540.812500,-29.531250,-273.156250,412.656250,-230.562500,-459.718750,-2.523438,-1267.125000,-0.375000,0.367188,-31.976562,0.632812,0.125000
12.209219,539.093750,-35.437500,-280.656250,411.687500,-253.125000,-461.593750,-1.906250,-1307.062500,-0.937500,0.171875,17.625000,0.062500,0.250000
12.272820,555.062500,-31.093750,-283.281250,425.562500,-249.937500,-443.187500,-2.351562,-1389.750000,-0.187500,0.210938,-35.742188,-0.015625,-0.148438
12.335727,546.031250,-32.375000,-244.625000,408.406250,-271.500000,-455.750000,-1.750000,-1320.750000,0.000000,0.320312,30.453125,-0.023438,0.390625
12.398633,534.875000,-39.437500,-264.562500,413.625000,-263.843750,-459.906250,-2.585938,-1364.625000,0.375000,0.179688,-42.875000,-0.125000,-0.164062
12.461541,569.218750,-29.562500,-289.125000,410.375000,-253.937500,-424.812500,-2.164062,-1396.500000,-0.375000,0.226562,0.976562,0.429688,0.031250
12.524434,566.156250,-30.375000,-252.593750,424.312500,-276.343750,-455.062500,-1.101562,-1244.625000,-1.312500,0.546875,-49.265625,0.031250,0.351562
12.587393,552.968750,-27.375000,-280.625000,409.218750,-284.062500,-440.687500,-1.203125,-1336.125000,-1.125000,0.179688,-10.320312,-0.289062,-0.023438
12.650592,545.968750,-39.843750,-277.500000,418.500000,-264.906250,-443.187500,-1.101562,-1337.250000,0.187500,-0.117188,-5.039062,0.265625,-0.125000
12.715012,547.593750,-38.281250,-273.656250,416.781250,-272.656250,-471.750000,-1.117188,-1313.062500,1.125000,0.000000,-7.554688,1.140625,0.203125
12.778633,547.125000,-46.656250,-296.656250,414.312500,-264.625000,-457.687500,-1.117188,-1154.250000,-0.187500,0.046875,-7.523438,0.234375,0.593750
12.841545,540.156250,-45.000000,-249.562500,416.281250,-266.062500,-464.687500,-1.320312,-1347.375000,-0.375000,0.320312,-61.265625,-0.250000,0.070312
12.904452,563.812500,-42.218750,-269.906250,406.281250,-276.656250,-433.593750,-1.046875,-1340.250000,6.187500,0.203125,43.140625,-0.468750,-0.203125
12.967407,557.437500,-40.843750,-283.375000,418.468750,-270.968750,-466.531250,-1.304688,-1314.750000,-0.562500,-0.070312,-66.234375,-0.070312,0.000000
13.030304,550.781250,-45.468750,-282.468750,407.156250,-273.437500,-471.031250,-0.921875,-1242.000000,1.687500,0.062500,33.078125,-0.085938,0.093750
13.093265,553.406250,-46.125000,-273.781250,422.625000,-272.406250,-433.031250,-0.601562,-1348.500000,0.000000,0.218750,26.398438,0.281250,0.164062
13.156480,561.468750,-38.906250,-290.000000,407.750000,-287.687500,-450.187500,-0.398438,-1378.500000,-0.562500,0.062500,-93.320312,-0.460938,-0.085938
13.220925,566.000000,-43.812500,-272.156250,404.187500,-280.875000,-441.718750,-0.523438,-1455.937500,0.000000,0.117188,-41.398438,0.531250,-0.250000
13.284507,549.531250,-43.406250,-290.437500,412.812500,-282.312500,-478.093750,-0.312500,-1314.187500,0.000000,0.257812,-63.171875,-0.421875,0.375000
13.347444,561.687500,-52.312500,-279.625000,401.687500,-259.875000,-485.062500,-1.179688,-1230.562500,0.375000,0.289062,-30.101562,-0.289062,0.179688
13.410346,540.750000,-50.250000,-297.343750,408.531250,-265.750000,-452.750000,-0.265625,-1319.625000,0.000000,0.335938,27.601562,0.554688,0.859375
13.473303,553.500000,-50.375000,-282.312500,403.375000,-272.125000,-458.750000,-0.476562,-1368.187500,0.000000,0.281250,-90.710938,-0.554688,0.062500
13.536197,545.281250,-50.968750,-285.187500,403.875000,-272.406250,-468.718750,-0.531250,-1414.125000,0.000000,0.140625,-14.898438,-0.054688,0.039062
13.599119,555.000000,-50.625000,-280.468750,402.000000,-272.000000,-478.062500,-0.203125,-1419.187500,-0.937500,0.187500,-54.320312,1.406250,-0.781250
13.662343,549.531250,-42.468750,-308.156250,405.343750,-273.937500,-489.718750,-0.187500,-1260.750000,0.000000,0.085938,-68.140625,0.000000,0.007812
13.726764,544.625000,-49.218750,-284.593750,404.562500,-281.093750,-486.250000,-0.195312,-1317.375000,0.750000,0.070312,-54.335938,0.500000,0.226562
13.790350,545.906250,-51.062500,-292.687500,411.468750,-273.500000,-464.187500,0.101562,-1384.687500,-5.250000,0.250000,-68.296875,0.281250,0.007812
13.853316,548.125000,-46.468750,-286.437500,402.093750,-279.781250,-470.250000,-0.234375,-1346.062500,0.187500,0.218750,-101.984375,0.679688,0.382812
13.916260,535.156250,-53.843750,-300.781250,402.718750,-291.781250,-474.500000,-0.015625,-1430.812500,-1.125000,0.062500,-124.179688,1.007812,0.328125
13.979161,540.500000,-53.750000,-290.187500,405.187500,-276.281250,-479.843750,-0.312500,-1393.125000,0.000000,0.023438,-150.398438,-0.492188,0.609375
14.042069,542.156250,-55.125000,-296.531250,394.218750,-299.218750,-493.656250,-0.320312,-1395.375000,0.000000,0.140625,-128.328125,0.421875,-0.164062
14.104988,530.531250,-50.187500,-299.656250,397.000000,-272.000000,-498.406250,-0.320312,-1330.687500,-0.562500,0.218750,8.710938,0.148438,0.148438
14.168266,568.843750,-60.531250,-309.968750,410.406250,-297.875000,-520.593750,-0.007812,-1489.312500,0.187500,0.273438,-5.562500,0.140625,0.140625
14.232726,567.125000,-60.937500,-311.593750,411.687500,-302.250000,-518.875000,-0.023438,-1475.250000,0.000000,0.234375,52.734375,0.132812,0.085938
14.296304,559.343750,-60.343750,-312.062500,411.218750,-305.281250,-520.062500,0.046875,-1479.937500,0.000000,0.210938,-2.406250,0.031250,0.171875
14.359214,560.562500,-59.031250,-308.343750,404.812500,-302.781250,-481.156250,0.007812,-1492.312500,0.000000,0.250000,-13.234375,0.101562,0.148438
14.422118,536.718750,-59.625000,-313.750000,410.562500,-307.312500,-389.125000,-0.015625,-1475.062500,0.187500,0.203125,3.351562,0.140625,0.156250
14.485073,561.906250,-60.468750,-310.781250,410.687500,-301.500000,-518.531250,0.062500,-1485.187500,-0.187500,0.281250,-5.328125,0.148438,0.140625
14.548037,559.406250,-61.281250,-312.562500,411.343750,-303.593750,-517.000000,-0.023438,-1462.312500,-0.187500,0.164062,86.195312,0.140625,0.218750
14.610953,560.750000,-60.031250,-313.781250,410.562500,-285.312500,-518.562500,0.000000,-1488.000000,0.000000,0.242188,-5.273438,0.148438,0.234375
14.674169,559.218750,-59.937500,-314.937500,395.968750,-303.531250,-488.781250,0.132812,-1490.625000,-0.562500,0.187500,-7.773438,0.132812,-0.023438
14.738667,529.437500,-60.031250,-312.343750,396.281250,-309.375000,-285.500000,-0.015625,-1485.937500,0.187500,0.187500,9.500000,0.132812,0.140625
14.802394,560.375000,-60.000000,-305.968750,411.468750,-303.437500,-476.156250,-0.023438,-1493.062500,0.187500,0.257812,6.375000,0.148438,0.148438
14.865334,561.375000,-60.156250,-312.843750,410.562500,-306.593750,-518.093750,0.023438,-1486.125000,0.000000,0.187500,86.859375,0.140625,0.148438
14.928298,557.281250,-59.218750,-312.531250,410.531250,-292.562500,-518.875000,0.007812,-1477.312500,-0.187500,0.195312,-5.257812,0.117188,0.148438
14.991287,559.968750,-59.781250,-315.968750,401.406250,-304.156250,-435.625000,0.015625,-1493.062500,0.187500,0.242188,-15.937500,0.132812,0.156250
15.054228,517.875000,-60.468750,-304.031250,410.250000,-305.406250,-479.531250,-0.023438,-1477.875000,0.000000,0.187500,-5.390625,0.140625,0.140625
15.117168,557.843750,-62.437500,-314.281250,409.375000,-302.812500,-517.812500,-0.023438,-1493.625000,0.000000,0.234375,-10.406250,0.140625,0.148438
15.185573,547.781250,-59.656250,-307.250000,410.812500,-305.187500,-447.375000,0.062500,-1492.125000,0.187500,0.203125,-0.492188,0.117188,0.156250
15.250044,558.000000,-59.531250,-311.750000,410.312500,-306.375000,-518.406250,0.031250,-1488.375000,0.000000,0.179688,-4.109375,0.148438,0.148438
15.313511,557.093750,-60.750000,-313.468750,408.218750,-301.562500,-470.875000,0.015625,-1493.625000,0.000000,0.187500,-5.335938,0.109375,0.148438
15.376433,556.687500,-59.812500,-313.906250,407.812500,-304.468750,-516.343750,0.000000,-1494.000000,0.187500,0.234375,-10.945312,0.125000,0.156250
15.439341,547.687500,-59.750000,-314.187500,402.375000,-305.593750,-283.500000,-0.015625,-1486.312500,0.000000,0.210938,24.359375,0.125000,0.046875
15.502269,555.906250,-59.593750,-313.781250,409.781250,-305.875000,-518.500000,-0.015625,-1491.750000,-0.187500,0.210938,-5.007812,0.250000,0.156250
15.565157,558.937500,-60.187500,-314.625000,411.750000,-306.156250,-516.656250,-0.007812,-1494.187500,0.000000,0.265625,88.046875,0.117188,0.164062
15.628167,557.250000,-61.093750,-315.593750,411.968750,-294.156250,-505.218750,-0.007812,-1492.125000,0.000000,0.187500,-3.398438,0.125000,0.148438
15.691420,556.781250,-59.875000,-315.375000,401.187500,-303.781250,-425.843750,0.117188,-1482.937500,0.000000,0.218750,-6.687500,0.140625,0.156250
15.755795,535.562500,-62.718750,-317.250000,405.656250,-305.843750,-261.218750,-0.023438,-1482.750000,-0.187500,0.234375,-25.296875,0.125000,0.148438
15.819235,559.250000,-60.187500,-316.375000,411.562500,-307.343750,-519.093750,-0.023438,-1490.250000,0.000000,0.218750,-3.750000,0.148438,0.117188
15.882127,556.718750,-60.156250,-315.468750,410.718750,-305.312500,-517.375000,-0.015625,-1493.437500,-0.187500,0.203125,90.421875,0.132812,0.148438
15.944999,556.843750,-58.125000,-313.875000,409.937500,-292.875000,-517.468750,-0.015625,-1494.750000,0.000000,0.210938,-0.156250,0.117188,0.156250
16.008005,557.062500,-59.312500,-315.125000,399.500000,-304.625000,-403.656250,-0.031250,-1494.562500,-0.375000,0.257812,-30.257812,0.140625,0.156250
16.070867,513.593750,-58.781250,-304.593750,410.593750,-304.656250,-515.718750,-0.015625,-1494.000000,0.000000,0.234375,-3.609375,0.140625,0.140625
16.133817,557.718750,-60.343750,-314.343750,410.312500,-304.625000,-519.031250,-0.015625,-1494.187500,-0.187500,0.226562,54.500000,0.125000,0.164062
16.196912,557.750000,-59.500000,-315.593750,410.968750,-304.812500,-517.281250,-0.007812,-1494.750000,-0.562500,0.210938,87.523438,0.132812,0.148438
16.261287,557.468750,-60.125000,-314.406250,412.031250,-286.937500,-517.125000,-0.039062,-1487.062500,0.000000,0.273438,-5.406250,0.132812,0.148438
16.325000,557.562500,-60.437500,-315.250000,401.281250,-305.343750,-360.812500,-0.015625,-1494.937500,-0.375000,0.210938,-7.984375,0.125000,0.140625
16.387948,525.812500,-59.062500,-307.000000,410.750000,-305.656250,-471.031250,0.000000,-1492.687500,0.000000,0.250000,-7.617188,0.132812,0.132812
16.450923,558.312500,-59.406250,-315.406250,411.781250,-304.875000,-517.937500,0.039062,-1494.937500,0.000000,0.242188,13.546875,0.148438,0.148438
16.513844,558.187500,-59.687500,-314.906250,411.406250,-304.531250,-517.843750,-0.007812,-1494.562500,0.000000,0.242188,-5.312500,0.125000,0.164062
16.576754,557.281250,-58.781250,-315.250000,410.062500,-301.312500,-518.562500,-0.015625,-1488.937500,0.187500,0.242188,2.093750,0.125000,0.156250
16.639636,551.687500,-58.875000,-315.000000,397.875000,-305.531250,-427.218750,-0.015625,-1495.312500,0.000000,0.242188,-22.312500,0.125000,0.148438
16.702688,557.812500,-59.312500,-310.562500,410.968750,-304.750000,-481.593750,-0.015625,-1495.687500,0.000000,0.234375,-5.289062,0.132812,0.148438
16.765602,557.000000,-59.812500,-316.125000,412.156250,-305.312500,-518.875000,-0.015625,-1494.937500,0.000000,0.257812,78.507812,0.132812,0.148438
16.828556,556.687500,-59.468750,-315.312500,411.593750,-292.468750,-517.937500,-0.015625,-1495.500000,0.000000,0.234375,-0.234375,0.132812,0.156250
16.891455,557.500000,-61.156250,-316.343750,400.031250,-305.750000,-354.031250,-0.007812,-1495.687500,0.000000,0.234375,-34.953125,0.125000,0.148438
16.954365,507.437500,-58.968750,-305.468750,411.687500,-305.562500,-519.000000,-0.031250,-1495.875000,0.000000,0.250000,-5.242188,0.132812,0.156250
17.017680,557.593750,-59.968750,-315.812500,410.031250,-305.687500,-518.218750,-0.015625,-1495.687500,0.187500,0.257812,-4.242188,0.132812,0.148438
17.082079,557.375000,-60.500000,-315.812500,410.406250,-305.875000,-517.875000,-0.007812,-1495.687500,0.000000,0.257812,85.078125,0.125000,0.148438
17.145501,557.687500,-57.875000,-315.093750,412.062500,-294.750000,-516.406250,-0.015625,-1495.875000,0.000000,0.226562,-5.382812,0.140625,0.156250
